stop_id,Current Cleaning Category,abc_stop_name
6053,B,Lawson St at S Briggs Ave (Durham Excha
5019,B,Club Blvd at Chandlers Garage
6484,B,Broad St at Forest Rd (SB)
6036,B,University Dr at Martin Luther King Jr
6548,B,Morreene Rd at American Dr (SB)
6576,B,Fayetteville St at Riddle Rd (SB)
5998,B,Green St at Iredell St
6279,B,NC 55 at Golden Corral (NB)
5291,B,Holloway St at Chester St
5722,B,Carver St at Danube Ln (Carver Creek Ap
5508,B,Chapel Hill Rd at Morehead Ave (SB)
5004,B,Alston Ave at Main St
1892,B,Fayetteville Rd at Renaissance Pkwy
6024,B,LaSalle St at Duke Manor Apts (SB)
6552,B,Morreene Rd at Erwin Rd
5042,B,University Dr at Weymouth St (WB)
5319,B,Old Oxford Rd at Danube Ln (EB)
6729,B,DANUBE LN AT HEBRON RD
5119,B,Roxboro Rd at Ellerbee St (NB)
6246,B,Geer St at Rigsbee Ave
6446,B,S Alston Ave at Capitola Dr (SB)
5679,B,Crutchfield St at Crabtree Ave
5084,B,Old Farm Rd at Roxboro St (JFK Towers)
6439,B,Fayetteville St at Umsted St
5460,B,Erwin Rd at LaSalle St (EB)
5599,B,Riddle Rd at Fayetteville Rd
6598,B,Lawson Ave at Fayetteville St
5433,B,Main St at Morgan St (WB)
5209,B,Foushee St at Avondale Dr (WB)
6241,B,Rigsbee Ave at Seminary St
5234,B,Fayetteville Rd at Woodcroft Pkwy (NB)
6447,B,Cornwallis Rd at Laurel Oaks (NB)
5909,B,Chapel Hill Rd at Colonial Apts (SB)
5111,B,Lawson St at Merrick St (Pearson Cafete
5787,B,Roxboro Rd at Argonne Dr (SB)
6125,B,Horton Rd at Duke St
6308,B,Chapel Hill St at Rigsbee Ave
6330,B,Lakewood Ave at Fayetteville St
5296,B,NC 55 at Cornwallis Rd
5391,B,Fayetteville Rd at Geneva Dr (NB)
6153,B,Fayetteville Rd at Dunhill Dr (Pine Rid
6264,B,Holloway St at Rummel St
6430,B,W Club Blvd at Onslow St (EB)
5468,B,Hillsborough Rd at LaSalle St (Auto Zon
5918,B,University Dr at Academy Rd (EB)
5205,B,Angier Ave at Vine St (WB)
5473,B,Old Oxford Rd at Dearborn Dr (WB)
6032,B,Fayetteville St at Cecil St (NB)
6039,B,E Main St at Goley St (EB)
6299,B,Pettigrew St at Mangum St (WB)
5008,B,S Alston Ave at Massey Ave (NB)
5195,B,Mineral Springs Rd at Wake Forest Hwy
6632,B,S Roxboro St at Chestnut St (NB)
5728,B,Fayetteville St MLK Jr. Pkwy (NB)
5273,B,Roxboro Rd at Hewitt St
6075,B,Westgate Dr at South Square (Burger Kin
5914,B,Morehead Ave at Carroll St (EB)
6350,B,Freeman Rd at Mineral Springs Rd
5222,B,Duke St at Morehead Ave (Henderson Towe
5805,B,Fayetteville St at Red Oak Ave (SB)
5973,B,NC 55 at Meridian Pkwy (NB)
5363,B,NC 54 at Fayetteville Rd (EB)
5818,B,Holloway St at Hoover Rd (EB)
6161,B,Dowd St at Alston Ave (WB)
6649,B,Martin Luther King Jr Pkwy at Lakeside
5989,B,Avondale Dr at Trinity Ave (SB)
5274,B,Holloway St at Hoover Rd (WB)
6550,B,Morreene Rd at Sherwood Dr (SB)
6592,B,Martin Luther King Jr Pkwy at Cook Rd (
5262,B,NC 55 at Dakota St (SB)
5142,B,Gregson St at Trinity Ave
6608,B,Horton Rd at Guess Rd (Rite-Aid)
5113,B,Blackwell St at Forest Hills Apts (SB)
5475,B,Club Blvd at Stephenson St
6476,B,Fayetteville Rd at Timothy Ave (WG Pear
5497,B,Roxboro St at Erie St (CC Spaulding Ele
6061,B,Ross Rd at Fernando St
5764,B,Dearborn Dr at Ader St
5649,B,Tower Blvd at Durham-Chapel Hill Blvd (
5358,B,Holloway St at Bunn Terrace
6521,B,Roxboro St at Pacific Ave (SB)
6442,B,Lakewood Ave at Roxboro St (Southside L
5179,B,Roxboro St at Lodge St (Hillside Park)
1075,B,University Dr at Ivy Creek Blvd
1558,B,Slater Rd at Creekstone Dr (Duke Medicine)
5994,B,SW Durham Dr at Durham-Chapel Hill Blvd
6172,B,Hardee St at Holloway St
5981,B,N Alston Ave at Geer St (SB)
6067,B,Olympic Ave at Roxboro Rd
5526,B,Hillsborough Rd at Erwin Square
6558,B,Morreene Rd at Tremont Dr (SB)
6657,B,Morreene Rd at Glasson St (NB)
5511,B,Hillsborough Rd at US 15-501 SB (Krispy
6629,B,TW Alexander Dr at Page Rd (EB)
5639,B,Main St at Morgan St (EB)
5429,B,Hillsborough Rd at US 15-501 SB (Wendys)
5559,B,Willard St at Blackwell St (South Parki
6196,B,University Dr at Myra St (EB)
5225,B,Fayetteville St at Brant St (NB)
6059,B,Chapel Hill Rd at Chesterfield Apts
5311,B,Roxboro Rd at Maynard Ave (SB)
5661,B,Holloway St at Driver St (EB)
5335,B,Angier Ave at Guthrie Ave (EB)
5403,B,Carver St at Patrick Henry Dr (WB)
5798,B,Durham-Chapel Hill Blvd at Garrett Rd
6590,B,Martin Luther King Jr Pkwy at Cook Rd (
5845,B,Hillandale Rd at Carver St (Durham Publ
5447,B,Chapel Hill Rd at Palmer St (WB)
5627,B,Holloway St at Spruce St
5876,B,Ross Rd at Melbourne St
5215,B,Fayetteville St at Lawson St (SB)
5285,B,Chapel Hill Rd at Valley Terrace (SB)
5947,B,E Weaver St at Cornwallis Rd
6270,B,TW Alexander Dr at Creekside Townhomes
5102,B,Shirley St at Crest St
6599,B,Lawson St at Concord St (WB)
5996,B,Meriwether Dr at Old Oxford Rd (NB)
6258,B,Fayetteville Rd at Tralea Dr (Mt Zion C
6169,B,LaSalle St at Duke Manor Apts (NB)
5091,B,E Club Blvd at Glenbrook Dr (SB)
5357,B,Fayetteville St at Cecil St (SB)
5498,B,Holloway St at Guthrie Ave (EB)
6597,B,Lawson Ave at NCCU Track (WB)
5647,B,Angier Ave at Bingham St (WB)
6315,B,Roxboro Rd at Foushee St
5305,B,E Main St at Mangum St (WB)
5744,B,Holloway St at Brye St (EB)
6138,B,Hearthside St at Bacon St
5138,B,Angier Ave at Driver St (WB)
6265,B,Holloway St at Lynn Rd
6057,B,Chapel Hill Rd at Huron St
6000,B,NC 54 at Pine Glen Trail (WB)
5345,B,University Dr at BB&T Plaza
5300,B,Leon St at Haverford St (EB)
6344,B,Holloway St at Herbert St (WB)
5157,B,Fulton St at Pratt St
5478,B,E Club Blvd at Miriam Cir
5565,B,Fayetteville St at Elmira Ave (Fayettev
6549,B,Morreene Rd at Campus Walk Ave (SB)
5078,B,Trent Dr at Duke Hospital South (WB)
5531,B,Erwin Rd at LaSalle St (WB)
6283,B,NC 55 at Allendown Dr (NB)
5732,B,Hillsborough Rd at Carolina Ave
6487,B,Hardee St at Delano St (SB)
5517,B,Fayetteville Rd at Southpoint Crossing
5043,B,Holloway St at Adams St (EB)
1553,B,Erwin Rd at Towerview Rd
6322,B,Cornwallis Rd at Roxboro Rd
5877,B,S Roxboro St at Umstead St (SB)
6578,B,NC 751 at NC 54 (Hope Valley Commons Pa
6182,B,Morgan St at Mangum St
6164,B,University Dr at Shannon Rd (WB)
6380,B,Main St at Campus Dr (EB)
5604,B,Crest St at Zelko Ct
5954,B,Dowd St at Hazel St (WB)
5354,B,NC 55 at Odyssey Dr (NB)
6247,B,Rigsbee Ave at Corporation St (SB)
6079,B,Chapel Hill St at Arnette Ave (WB)
6639,B,Neal Rd at Wildberry Ln(EB)
5730,B,Chapel Hill Rd at Crosswind Ave (Lakewo
790001,B,DUKE ST AT HOLT SCHOOL RD
5841,B,Fayetteville St at Cornwallis Rd (SB)
5115,B,Alston Ave at Dayton St (SB)
1866,C,NC 54 at Triangle Dr (EB)
6603,C,New Castle Rd at Wyldewood Rd (NB)
5281,C,Dearborn Dr at Maplewood Dr (SB)
6627,C,NC 55 at Service Station
5816,C,Fayetteville St at Dunstan St
6473,C,Chapel Hill Rd at Valley Terrace (NB)
5139,C,Gregson St at Dacian Ave
5700,C,Roxboro St at Summit St
6210,C,Hillandale Rd at Pinetree Ct
5584,C,Hardee St at Fiske St
5499,C,Meriwether Dr at Pickwick Trail (NB)
5340,C,Morehead Ave at Kent St (WB)
5648,C,LaSalle St at Campus Walk Ave (Belmont
6605,C,Horton Rd at Delbert Ave (WB)
6530,C,Junction Rd at Ross Rd
5325,C,Meriwether Dr at Carver Pond Apts
6730,C,WEST AVE AT HEBRON RD
6336,C,Gregson St at Main St (Brightleaf Squar
5746,C,Roxboro St at Normandy St
790005,C,DANUBE LN AT BEN FRANKLIN BL
5228,C,Fulton St at Erwin Rd (VA Hospital)
1805,C,NC 54 at Amhurst St
5881,C,NC 54 at Fayetteville Rd (Homestead Mar
5489,C,Dearborn Dr at Wiley Ave
5404,C,E Main St at Hyde Park Ave (WB)
6444,C,Cornwallis Rd at Campus Crossings (SB)
5869,C,Broad St at F St (NC School of Science
5154,C,Alston Ave at Durham Freeway (SB)
5298,C,Chapel Hill Rd at University Dr (SB)
5075,C,Milton Rd at Eno Valley Elementary (SB)
6595,C,Alston Ave at Riddle Rd (SB)
6424,C,W Club Blvd at Onslow St (Walltown Park
5067,C,Mangum St at Geer St
5097,C,Roxboro Rd at Murray Ave
5178,C,Club Blvd at Northgate Mall
6573,C,Hardee St at Cheek Rd (NB)
5579,C,North Pointe Dr at North Pointe Shopping
5490,C,Chapel Hill Rd at Ward St
5202,C,Roxboro Rd at Edwards St
6475,C,Fayetteville Rd at Geneva Dr (Southpoin
6014,C,Roxboro St at Holloway St
5131,C,NC 54 at Seasons of Southpoint (EB)
5453,C,Cornwallis Rd at Fayetteville Rd
6375,C,Chapel Hill Rd at W Cornwallis Rd (Yate
5044,C,Duke St at Harper Pl
5158,C,Roxboro St at Lawson St (NB)
5326,C,Chapel Hill St at Arnette Ave (EB)
6604,C,Stadium Dr at Wyldewood Rd (NB)
5128,C,Roxboro Rd at Monk Rd (SB)
6267,C,TW Alexander Dr at Miami Blvd (EB)
5603,C,Hardee St at Landon St (NB)
6278,C,NC 55 at Sedwick Rd (NB)
5145,C,Erwin Rd at Morreene Rd
6507,C,E Geer St at Faucette Ave (WB)
6045,C,LaSalle St at Blue Crest Ln (Blue Crest
5030,C,Duke St at Main St
5742,C,Mangum St at Parrish St
6163,C,Chapel Hill Rd at W Cornwallis Rd (SB2)
5379,C,University Dr at Chapel Hill Rd (Coloni
5859,C,Martin Luther King Jr Pkwy at Lake Cook
6129,C,New Castle Rd at Wyldewood Rd (SB)
6207,C,Guess Rd at Bogarde St
6503,C,E Main St at Hood St (Durham Police Dep
5161,C,NC 55 at Meredith Dr (NB)
5944,C,Freeman Rd at Obsidian Way (Southern HS
6116,C,North Pointe Dr at Woodmont Dr (WB)
6602,C,New Castle Rd at Foxfire Apartments (NB
6538,C,W Enterprise St at E Forest Hills Blvd
5342,C,Morehead Ave at Carroll St (WB)
5191,C,Fayetteville Rd at Woodcroft Pkwy (SB)
5132,C,Roxboro Rd at Carver St
6221,C,Brier Leaf Ln at Brier Creek Pkwy
6426,C,Broad St at Guess Rd (NB)
5238,C,Avondale Dr at E Knox St (NB)
6474,C,Fayetteville Rd at Torrey Pine Ln
5110,C,Fayetteville Rd at Wortley Dr
5480,C,Flowers Dr at Duke Gardens (NB)
5088,C,S Alston Ave at Massey Ave (SB)
5966,C,Chapel Hill Rd at Vesson Ave
5716,C,Hillsborough Rd at Hicks St
5740,C,Chandler Rd at Chance Dr
5693,C,Bedford St at Balmoray Ct
1160,C,NC 54 at Blanchard Rd (EB)
6633,C,Neal Rd at Bishopstone Dr
5600,C,Carver St at Commons Blvd (WB)
5786,C,LaSalle St at Hillsborough Rd (NB)
5703,C,Guess Rd at Carver St
5557,C,Morreene Rd at Andrews Rd
5552,C,NC 55 at Meridian Pkwy (SB)
5255,C,Erwin Rd at Lambeth Cir (Erwin Terraces
1072,C,Old Chapel Hill Rd at Garrett Rd (EB)
789985,C,HILLANDALE RD AT BERTLAND AV
5721,C,Chapel Hill Rd at Vineyard St
6147,C,Fayetteville St at Cornwallis Rd (NB)
6339,C,NC 55 at Odyssey Dr (SB)
6251,C,Renaissance Shopping Center
6139,C,Hearthside St at Welch Pl
6198,C,Mt. Moriah Rd at Danziger Dr
5550,C,Hardee St at Delano St (Hardee Terrace)
6628,C,Alston Ave at Dayton St (NB)
6665,C,TW Alexander Dr at Center Point (WB)
5409,C,Clayton Rd at Chandler Rd
5503,C,North Pointe Dr at Red Roof Inn (EB)
5149,C,NC 55 at Riddle Rd (NB)
6293,C,E Geer St at Landon Farms Ln (WB)
5100,C,Weaver St at Weaver St Park
5207,C,LaSalle St at Grace Healthcare
6565,C,Angier Ave at Vine St (EB)
5099,C,Carver St at Patrick Henry Dr (EB)
6448,C,Cornwallis Rd at Campus Crossings (NB)
6303,C,Angier Ave at Miami Blvd (SB)
5572,C,Cornwallis Rd at Bainbridge Dr (SB)
5964,C,Roxboro Rd at Maynard Ave (NB)
5017,C,Chapel Hill Rd at McGehee St (NB)
5444,C,Dowd St at Roxboro Rd (EB)
5932,C,Chalk Level Rd at Horton Rd (EB)
5971,C,University Dr at Myra St (WB)
6577,C,NC 751 at Southpoint Autopark Dr
5314,C,North Pointe Dr at Broad St (WB)
6433,C,Hardee St at Benning St (Naples Terrace
6479,C,Holloway St at Ganyard Farm Way (Dollar
5594,C,Hillsborough Rd at Trent Dr (WB)
6531,C,Pettigrew St at Roxboro St (WB)
6348,C,Holloway St at Durham Ridge Assisted Li
5387,C,Cornwallis Rd at Yorktown Ave (NB)
5020,C,Fayetteville Rd at Laurel Springs Dr
1893,C,NC 54 at The Hamptons Apts (EB)
5767,C,NC 55 at Cherry Dr
5211,C,Fulton St at Shirley St
5021,C,Chapel Hill Rd at W Cornwallis Rd (SB1)
5824,C,Lawson St at Concord St (EB)
6242,C,Rigsbee Ave at Corporation St (NB)
5960,C,Gary St at N Miami Blvd (NB)
5794,C,N Alston Ave at Lee St (SB)
6275,C,S Alston Ave at Kestrel Heights School
5334,C,Old Oxford Rd at Danube Ln (WB)
5803,C,Milton Rd at Fire Department
5684,C,W Club Blvd at Clarendon St
5948,C,Enterprise St at Scout Dr
5141,C,Avondale Dr at Trinity Ave (NB)
5711,C,N Alston Ave at Lee St (NB)
5193,C,Midvale Rd at Bedford St
5883,C,Mangum St at W Seminary Ave
6158,C,Dowd St at Gurley St (WB)
5093,C,University Dr at South Square Mall
6224,C,Brier Leaf Ln at Little Brier Creek Ln
6609,C,Horton Rd at Delbert Ave (EB)
1781,C,NC 54 at Revere Rd (EB)
5206,C,Lawson St at Rosewood St (Eastbound)
5368,C,Meriwether Dr at E Carver St (SB)
5837,C,Roxboro Rd at Infinity Rd
6660,C,Taylor St at Gary St (WB)
6664,C,TW Alexander Dr at Fun Park Dr
5857,C,Riddle Rd at Triangle Day Care (NB)
5316,C,Lawson St at DTCC Public Safety (EB)
6243,C,W Geer St at Rigsbee Ave
5860,C,Roxboro Rd at Channing Ave (SB)
1161,C,NC 54 at Residence Inn Blvd (EB)
5370,C,Dearborn Dr at Martin St
6073,C,Gary St at N Miami Blvd (SB)
789999,C,DUKE ST AT HOLT SCHOOL RD
5481,C,Roxboro Rd at Davidson Ave (NB)
5533,C,University Dr at Old Chapel Hill Rd (EB
4211711,C,DANUBE LN AT BEN FRANKLIN BL
5734,C,Hillsborough Rd at Rutherford St
5373,C,NC 54 at Barbee Rd (EB)
5765,C,Hillsborough Rd at Rosehill Ave
5838,C,Cornwallis Rd at Jan Ct
5553,C,Milton Rd at Eno Valley Elementary (NB)
6253,C,Highgate Dr at Audubon Lake Dr
5185,C,Chapel Hill Rd at Pickett Rd (NB)
6659,C,Taylor St at Gary St (EB)
5633,C,Fayetteville Rd at Sutton Station
6269,C,TW Alexander Dr at Roche Dr (LabCorp)
5477,C,Ross Rd at Charlestowne Apts
6162,C,Duke St at Cobb St
5031,C,Carver St at Guess Rd
5821,C,Holloway St at Briggs Ave
6268,C,TW Alexander Dr at Center Point (EB)
5880,C,Club Blvd at Glenbrook Dr
5792,C,Lawson St at Rosewood St
5756,C,Lakewood Ave at S Mangum St (EB)
5401,C,Sima Ave at Lawson St
5443,C,NC 54 at Revere Rd (WB)
5060,C,Dearborn Dr at Ruth St
5990,C,Durham-Chapel Hill Blvd at Car Wash
5987,C,Otis St at Cecil St
5591,C,Roxboro St at The Life Center of Durham
5827,C,Angier Ave at Hoover Rd (EB)
6572,C,Liberty St at Elizabeth St (EB)
6466,C,New Castle Rd at Stadium Dr (Strawberry
6255,C,Highgate Dr at NC 54
1175,C,NC 54 at Fayetteville Rd (Duke Health)
6638,C,Fayetteville Rd at MLK Pkwy (NB)
5933,C,Riddle Rd at Triangle Day Care (SB)
5854,C,Fayetteville Rd at Dunhill Dr (Triangle
5564,C,Morreene Rd at Erwin Rd
6031,C,Dowd St at Alston Ave (EB)
6337,C,Cornwallis Rd at Laurel Oaks Dr (SB)
5189,C,University Dr at Snowcrest Tr
6501,C,Martin Luther King Jr Pkwy at Fayettevi
5826,C,Roxboro Rd at Ellerbee St (SB)
5938,C,S Roxboro St at Erie St (SB)
5672,C,Fayetteville St at Timothy Ave (SB)
5616,C,Cornwallis Rd at Yorktown Ave (SB)
6137,C,Capps St at Bacon St (EB)
5650,C,Durham-Chapel Hill Blvd at Hope Valley
6263,C,Miami Blvd at Ellis Rd (Bethesda Elemen
6157,C,Club Blvd at Lindbergh St
5506,C,Lawson St at DTCC Library (WB)
6345,C,Taylor St at Driver St (Holton Career C
5269,C,Stadium Dr at Horton Rd
1566,C,Slater Rd at S Miami Blvd (Zaxbys)
5125,C,Hillsborough Rd at W Knox St
5865,C,Chapel Hill Rd at McGehee St (SB)
5064,C,Otis St at Red Oak Ave
5282,C,Hillsborough Rd at W Main St
5247,C,Fayetteville Rd at Juliette Dr (NB)
5911,C,Fayetteville Rd at Obie Dr (NB)
6338,C,NC 55 at Martin Luther King Jr Pkwy
6316,C,W Morgan St at Foster St (Downtown YMCA
5714,C,Morreene Rd at Sherwood Dr (NB)
5717,C,Hillsborough Rd at Frazee Carpet
5501,C,Chapel Hill Rd at Chapel Ridge Apts
6048,C,Dearborn Dr at Ora Ave
5870,C,Holloway St at Herbert St (EB)
5797,C,Mineral Springs Rd at Sapphire St
6499,C,Trent Dr at Erwin Rd (Clipp Research Bl
6695,C,TW Alexander Dr at NC 55 (WB)
5190,C,Nation Ave at Bedford St
5921,C,Holloway St at Southerland St (WB)
6052,C,Lawson St at Ridgeway Ave
6523,C,Carver St at Danube Ln (EB)
6142,C,Fayetteville St at Tralea Dr (SB)
5355,C,NC 55 at Riddle Rd (SB)
1171,C,NC 54 at Blanchard Rd (WB)
789989,C,HILLANDALE RD AT SAMUEL DR
5949,C,Dearborn Dr at Deer Run
5399,C,Club Blvd at Duke St
6136,C,Capps St at S Alston Ave (EB)
6202,C,Horton Rd at Sugarwood Pl
6003,C,Roxboro Rd at Bon Air Ave
1914,C,University Dr at University Pl (EB)
5360,C,Sima Ave at Dorothy Dr
5686,C,Fayetteville Rd at Cook Rd (NB)
5112,C,Angier Ave at Commonwealth St
5329,C,Briggs Ave at Riddle Rd (NB)
5645,C,E Club Blvd at Midland Ter
